id_visita,data_visita,mes_referencia,unidade,tipo_agendamento,ferramenta_agendamento
125127,2025-04-30,2025-04,visita virtual,visita agendada,admin
133195,2025-04-30,2025-04,livance - tatuapé,visita agendada,animus
127371,2025-04-30,2025-04,livance - santos,visita agendada,retool
133005,2025-04-30,2025-04,livance - santos,visita agendada,retool
133042,2025-04-30,2025-04,livance - santos,visita agendada,retool
132597,2025-04-30,2025-04,livance - santo andré psico,visita agendada,retool
108770,2025-04-30,2025-04,livance - santo andré,visita agendada,retool
110217,2025-04-30,2025-04,livance - santo andré,visita agendada,retool
132630,2025-04-30,2025-04,livance - pinheiros,visita agendada,retool
131151,2025-04-30,2025-04,livance - perdizes,visita agendada,retool
132935,2025-04-30,2025-04,livance - perdizes,visita agendada,retool
91403,2025-04-30,2025-04,livance - paulista,visita agendada,retool
132886,2025-04-30,2025-04,livance - paulista,visita agendada,retool
132114,2025-04-30,2025-04,livance - market place,visita agendada,retool
133066,2025-04-30,2025-04,livance - market place,visita agendada,retool
133014,2025-04-30,2025-04,livance - campinas,visita agendada,retool
133033,2025-04-30,2025-04,livance - campinas,visita agendada,retool
133144,2025-04-30,2025-04,livance - campinas,visita agendada,animus
131954,2025-04-30,2025-04,livance - barra da tijuca,visita agendada,retool
132160,2025-04-30,2025-04,livance - barra da tijuca,visita agendada,retool
133057,2025-04-30,2025-04,livance - barra da tijuca,visita agendada,animus
108705,2025-04-30,2025-04,livance - angélica,visita agendada,admin
117533,2025-04-30,2025-04,livance - angélica,visita agendada,retool
133085,2025-04-30,2025-04,livance - angélica,visita agendada,retool
132889,2025-04-30,2025-04,livance - alphaville,visita agendada,animus
131677,2025-04-30,2025-04,livance - santos flex,visita agendada,retool
133109,2025-04-30,2025-04,livance - santo andré,visita agendada,animus
132399,2025-04-30,2025-04,livance - tatuapé,visita agendada,retool
132830,2025-04-30,2025-04,visita virtual,visita agendada,retool
129249,2025-04-30,2025-04,visita virtual,visita agendada,admin
130226,2025-04-30,2025-04,visita virtual,visita agendada,admin
130315,2025-04-30,2025-04,visita virtual,visita agendada,admin
118708,2025-04-30,2025-04,livance - tatuapé,visita agendada,retool
131255,2025-04-30,2025-04,visita virtual,visita agendada,admin
131368,2025-04-30,2025-04,visita virtual,visita agendada,retool
131462,2025-04-30,2025-04,visita virtual,visita agendada,admin
131958,2025-04-30,2025-04,visita virtual,visita agendada,admin
132515,2025-04-30,2025-04,visita virtual,visita agendada,retool
132542,2025-04-30,2025-04,visita virtual,visita agendada,retool
132668,2025-04-30,2025-04,visita virtual,visita agendada,retool
130408,2025-04-30,2025-04,visita virtual,visita agendada,retool
132831,2025-04-30,2025-04,visita virtual,visita agendada,animus
140583,2025-04-30,2025-04,visita virtual,visita agendada,retool
132881,2025-04-30,2025-04,visita virtual,visita agendada,admin
68248,2025-04-30,2025-04,livance - tatuapé,visita agendada,retool
131672,2025-04-30,2025-04,livance - vila mariana,visita agendada,retool
118027,2025-04-30,2025-04,livance - vila olímpia,visita agendada,retool
130580,2025-04-30,2025-04,livance - vila madalena,visita agendada,animus
133192,2025-04-30,2025-04,visita virtual,visita agendada,admin
133170,2025-04-30,2025-04,visita virtual,visita agendada,retool
132956,2025-04-30,2025-04,visita virtual,visita agendada,admin
132931,2025-04-30,2025-04,visita virtual,visita agendada,retool
132462,2025-04-29,2025-04,livance - tatuapé,visita agendada,retool
133025,2025-04-29,2025-04,livance - campinas,visita agendada,animus
132489,2025-04-29,2025-04,livance - tatuapé,visita agendada,retool
132787,2025-04-29,2025-04,livance - santos flex,visita agendada,retool
132463,2025-04-29,2025-04,livance - pinheiros,visita agendada,animus
132686,2025-04-29,2025-04,livance - pinheiros,visita agendada,animus
133030,2025-04-29,2025-04,livance - perdizes,visita agendada,animus
133043,2025-04-29,2025-04,livance - paulista,visita agendada,animus
131528,2025-04-29,2025-04,livance - itaim,visita agendada,retool
131335,2025-04-29,2025-04,livance - barra da tijuca,visita agendada,retool
133001,2025-04-29,2025-04,livance - brigadeiro psico,visita agendada,animus
132536,2025-04-29,2025-04,livance - brigadeiro 2,visita agendada,admin
130981,2025-04-29,2025-04,livance - botafogo,visita agendada,retool
132336,2025-04-29,2025-04,livance - botafogo,visita agendada,retool
132584,2025-04-29,2025-04,livance - barra da tijuca,visita agendada,animus
132759,2025-04-29,2025-04,livance - angélica,visita agendada,retool
132157,2025-04-29,2025-04,livance - alphaville,visita agendada,retool
133090,2025-04-29,2025-04,livance - vila mariana,visita agendada,animus
132995,2025-04-29,2025-04,livance - vila madalena,visita agendada,retool
131678,2025-04-29,2025-04,livance - santo andré psico,visita agendada,retool
133008,2025-04-29,2025-04,livance - vila mariana,visita agendada,retool
131797,2025-04-29,2025-04,visita virtual,visita agendada,admin
123226,2025-04-29,2025-04,livance - vila olímpia,visita agendada,retool
50688,2025-04-29,2025-04,visita virtual,visita agendada,retool
51373,2025-04-29,2025-04,visita virtual,visita agendada,admin
116309,2025-04-29,2025-04,visita virtual,visita agendada,admin
123544,2025-04-29,2025-04,visita virtual,visita agendada,retool
130041,2025-04-29,2025-04,visita virtual,visita agendada,retool
130920,2025-04-29,2025-04,visita virtual,visita agendada,retool
131629,2025-04-29,2025-04,visita virtual,visita agendada,retool
113685,2025-04-29,2025-04,visita virtual,visita agendada,retool
131837,2025-04-29,2025-04,visita virtual,visita agendada,admin
132074,2025-04-29,2025-04,visita virtual,visita agendada,retool
132092,2025-04-29,2025-04,visita virtual,visita agendada,retool
132598,2025-04-29,2025-04,visita virtual,visita agendada,retool
132825,2025-04-29,2025-04,visita virtual,visita agendada,admin
132036,2025-04-29,2025-04,visita virtual,visita agendada,admin
70473,2025-04-29,2025-04,livance - vila olímpia,visita agendada,retool
133004,2025-04-28,2025-04,livance - campinas,visita agendada,animus
130755,2025-04-28,2025-04,livance - paulista,visita agendada,retool
132442,2025-04-28,2025-04,livance - market place,visita agendada,animus
118051,2025-04-28,2025-04,livance - campinas,visita agendada,retool
131653,2025-04-28,2025-04,livance - campinas,visita agendada,retool
132930,2025-04-28,2025-04,livance - campinas,visita agendada,animus
132970,2025-04-28,2025-04,livance - angélica,visita agendada,animus
133027,2025-04-28,2025-04,livance - brigadeiro,visita surpresa,surpresa
130373,2025-04-28,2025-04,livance - botafogo,visita agendada,retool
132617,2025-04-28,2025-04,livance - alphaville,visita agendada,animus
132807,2025-04-28,2025-04,livance - alphaville,visita agendada,animus
132924,2025-04-28,2025-04,livance - alphaville,visita surpresa,surpresa
129019,2025-04-28,2025-04,livance - santos,visita agendada,retool
132418,2025-04-28,2025-04,livance - santo andré,visita agendada,animus
132968,2025-04-28,2025-04,livance - campinas,visita agendada,animus
132460,2025-04-28,2025-04,livance - tatuapé,visita agendada,retool
131276,2025-04-28,2025-04,visita virtual,visita agendada,retool
132259,2025-04-28,2025-04,livance - tatuapé,visita agendada,retool
71432,2025-04-28,2025-04,visita virtual,visita agendada,admin
114168,2025-04-28,2025-04,visita virtual,visita agendada,retool
114938,2025-04-28,2025-04,visita virtual,visita agendada,retool
130679,2025-04-28,2025-04,visita virtual,visita agendada,admin
119225,2025-04-28,2025-04,visita virtual,visita agendada,retool
112460,2025-04-28,2025-04,livance - vila olímpia,visita agendada,retool
132802,2025-04-28,2025-04,livance - vila olímpia,visita agendada,animus
132981,2025-04-28,2025-04,livance - vila olímpia,visita surpresa,surpresa
132994,2025-04-28,2025-04,livance - vila madalena,visita agendada,animus
131922,2025-04-28,2025-04,livance - tatuapé,visita agendada,retool
132006,2025-04-28,2025-04,livance - tatuapé,visita agendada,retool
132041,2025-04-26,2025-04,livance - pinheiros,visita agendada,retool
132609,2025-04-26,2025-04,livance - angélica,visita agendada,retool
130800,2025-04-26,2025-04,livance - barra da tijuca,visita agendada,retool
131720,2025-04-26,2025-04,livance - campinas,visita agendada,retool
132481,2025-04-26,2025-04,livance - paulista,visita agendada,retool
131877,2025-04-26,2025-04,livance - paulista,visita agendada,retool
132664,2025-04-26,2025-04,livance - market place,visita agendada,animus
132220,2025-04-26,2025-04,livance - santo andré,visita agendada,animus
125634,2025-04-26,2025-04,livance - santos flex,visita agendada,retool
132428,2025-04-26,2025-04,livance - vila mariana,visita agendada,retool
132382,2025-04-26,2025-04,livance - vila olímpia,visita agendada,animus
129137,2025-04-26,2025-04,livance - vila olímpia,visita agendada,retool
131648,2025-04-26,2025-04,livance - santos,visita agendada,retool
129860,2025-04-25,2025-04,livance - campinas,visita agendada,retool
132209,2025-04-25,2025-04,livance - santos,visita agendada,retool
132330,2025-04-25,2025-04,livance - santos,visita agendada,retool
132237,2025-04-25,2025-04,livance - santo andré psico,visita agendada,retool
131304,2025-04-25,2025-04,livance - santo andré,visita agendada,retool
132455,2025-04-25,2025-04,livance - pinheiros,visita agendada,animus
67645,2025-04-25,2025-04,livance - perdizes,visita agendada,retool
115807,2025-04-25,2025-04,livance - campinas,visita agendada,retool
116145,2025-04-25,2025-04,livance - campinas,visita agendada,retool
127028,2025-04-25,2025-04,livance - campinas,visita agendada,retool
132276,2025-04-25,2025-04,livance - brigadeiro 2,visita agendada,retool
131613,2025-04-25,2025-04,livance - campinas,visita agendada,retool
131972,2025-04-25,2025-04,livance - brigadeiro psico,visita agendada,animus
130508,2025-04-25,2025-04,livance - botafogo,visita agendada,retool
131419,2025-04-25,2025-04,livance - botafogo,visita agendada,retool
130737,2025-04-25,2025-04,livance - barra da tijuca,visita agendada,retool
131438,2025-04-25,2025-04,livance - barra da tijuca,visita agendada,animus
132231,2025-04-25,2025-04,livance - barra da tijuca,visita agendada,retool
132295,2025-04-25,2025-04,livance - alphaville,visita agendada,animus
131933,2025-04-25,2025-04,livance - santos flex,visita agendada,retool
132470,2025-04-25,2025-04,livance - santos flex,visita agendada,retool
131915,2025-04-25,2025-04,livance - vila mariana,visita agendada,animus
130930,2025-04-25,2025-04,livance - santos flex,visita agendada,retool
132337,2025-04-25,2025-04,visita virtual,visita agendada,retool
54062,2025-04-25,2025-04,visita virtual,visita agendada,retool
103602,2025-04-25,2025-04,visita virtual,visita agendada,retool
123380,2025-04-25,2025-04,visita virtual,visita agendada,retool
131540,2025-04-25,2025-04,visita virtual,visita agendada,retool
131744,2025-04-25,2025-04,visita virtual,visita agendada,retool
132225,2025-04-25,2025-04,visita virtual,visita agendada,retool
132265,2025-04-25,2025-04,visita virtual,visita agendada,admin
132314,2025-04-25,2025-04,visita virtual,visita agendada,admin
124107,2025-04-25,2025-04,visita virtual,visita agendada,retool
132440,2025-04-25,2025-04,visita virtual,visita agendada,admin
132472,2025-04-25,2025-04,livance - vila olímpia,visita agendada,animus
132633,2025-04-25,2025-04,livance - vila olímpia,visita surpresa,surpresa
129967,2025-04-25,2025-04,livance - santos flex,visita agendada,admin
131944,2025-04-25,2025-04,livance - vila mariana,visita agendada,animus
116413,2025-04-25,2025-04,livance - tatuapé,visita agendada,animus
132119,2025-04-25,2025-04,livance - tatuapé,visita agendada,animus
123634,2025-04-25,2025-04,livance - vila olímpia,visita surpresa,surpresa
132139,2025-04-24,2025-04,livance - paulista,visita surpresa,surpresa
128786,2025-04-24,2025-04,livance - santo andré,visita agendada,retool
131932,2025-04-24,2025-04,livance - santo andré,visita agendada,animus
132050,2025-04-24,2025-04,livance - perdizes,visita agendada,animus
129827,2025-04-24,2025-04,livance - paulista,visita agendada,retool
131429,2025-04-24,2025-04,livance - paulista,visita agendada,retool
130859,2025-04-24,2025-04,livance - botafogo,visita agendada,retool
131321,2025-04-24,2025-04,livance - market place,visita agendada,retool
132226,2025-04-24,2025-04,livance - campinas,visita agendada,animus
132296,2025-04-24,2025-04,livance - brigadeiro,visita agendada,retool
132263,2025-04-24,2025-04,livance - alphaville,visita agendada,admin
132424,2025-04-24,2025-04,livance - alphaville,visita agendada,animus
131828,2025-04-24,2025-04,livance - tatuapé,visita agendada,animus
132302,2025-04-24,2025-04,livance - santo andré psico,visita surpresa,surpresa
116958,2025-04-24,2025-04,livance - vila madalena,visita agendada,animus
65148,2025-04-24,2025-04,livance - tatuapé,visita agendada,retool
131635,2025-04-24,2025-04,visita virtual,visita agendada,retool
115065,2025-04-24,2025-04,visita virtual,visita agendada,retool
128525,2025-04-24,2025-04,visita virtual,visita agendada,retool
131433,2025-04-24,2025-04,visita virtual,visita agendada,retool
131614,2025-04-24,2025-04,visita virtual,visita agendada,retool
131221,2025-04-24,2025-04,visita virtual,visita agendada,retool
131673,2025-04-24,2025-04,visita virtual,visita agendada,retool
131778,2025-04-24,2025-04,visita virtual,visita agendada,retool
132277,2025-04-24,2025-04,visita virtual,visita agendada,retool
132369,2025-04-24,2025-04,visita virtual,visita agendada,admin
131858,2025-04-24,2025-04,livance - vila mariana,visita agendada,animus
129842,2025-04-23,2025-04,livance - market place,visita agendada,retool
132211,2025-04-23,2025-04,livance - santo andré psico,visita agendada,retool
124303,2025-04-23,2025-04,livance - santo andré,visita agendada,retool
126361,2025-04-23,2025-04,livance - pinheiros,visita agendada,retool
146743,2025-04-23,2025-04,livance - perdizes,visita agendada,retool
54034,2025-04-23,2025-04,livance - paulista,visita agendada,retool
131706,2025-04-23,2025-04,livance - alphaville,visita agendada,retool
132319,2025-04-23,2025-04,livance - paulista,visita surpresa,surpresa
132048,2025-04-23,2025-04,livance - brigadeiro 2,visita agendada,retool
132051,2025-04-23,2025-04,livance - market place,visita agendada,retool
131160,2025-04-23,2025-04,livance - itaim,visita agendada,retool
131241,2025-04-23,2025-04,livance - campinas,visita agendada,retool
132122,2025-04-23,2025-04,livance - campinas,visita agendada,animus
131722,2025-04-23,2025-04,livance - brigadeiro psico,visita agendada,retool
130978,2025-04-23,2025-04,livance - tatuapé,visita agendada,retool
131560,2025-04-23,2025-04,livance - alphaville,visita agendada,retool
132094,2025-04-23,2025-04,livance - tatuapé,visita agendada,animus
56309,2025-04-23,2025-04,livance - paulista,visita agendada,retool
129747,2025-04-23,2025-04,livance - tatuapé,visita agendada,retool
132007,2025-04-23,2025-04,visita virtual,visita agendada,retool
109399,2025-04-23,2025-04,livance - tatuapé,visita agendada,admin
125492,2025-04-23,2025-04,visita virtual,visita agendada,retool
129631,2025-04-23,2025-04,visita virtual,visita agendada,retool
131484,2025-04-23,2025-04,visita virtual,visita agendada,retool
131548,2025-04-23,2025-04,visita virtual,visita agendada,retool
131691,2025-04-23,2025-04,visita virtual,visita agendada,retool
129938,2025-04-23,2025-04,visita virtual,visita agendada,retool
131190,2025-04-23,2025-04,livance - vila olímpia,visita agendada,retool
113991,2025-04-23,2025-04,livance - vila mariana,visita agendada,retool
132153,2025-04-23,2025-04,livance - vila mariana,visita agendada,animus
132190,2025-04-23,2025-04,livance - vila mariana,visita agendada,retool
127717,2025-04-23,2025-04,livance - vila madalena,visita agendada,retool
132182,2025-04-23,2025-04,livance - vila olímpia,visita agendada,retool
131878,2025-04-23,2025-04,livance - vila madalena,visita agendada,animus
132015,2025-04-22,2025-04,livance - santos,visita agendada,animus
126871,2025-04-22,2025-04,livance - perdizes,visita agendada,retool
131683,2025-04-22,2025-04,livance - pinheiros,visita agendada,animus
131325,2025-04-22,2025-04,livance - santo andré,visita agendada,retool
131948,2025-04-22,2025-04,livance - tatuapé,visita agendada,animus
130236,2025-04-22,2025-04,livance - santos flex,visita agendada,retool
132080,2025-04-22,2025-04,livance - tatuapé,visita agendada,retool
103676,2025-04-22,2025-04,livance - tatuapé,visita agendada,admin
131947,2025-04-22,2025-04,livance - paulista,visita agendada,retool
131318,2025-04-22,2025-04,livance - paulista,visita agendada,retool
122104,2025-04-22,2025-04,livance - botafogo,visita agendada,retool
132057,2025-04-22,2025-04,livance - paulista,visita agendada,admin
51284,2025-04-22,2025-04,livance - market place,visita agendada,retool
129841,2025-04-22,2025-04,livance - market place,visita agendada,retool
132135,2025-04-22,2025-04,livance - itaim,visita surpresa,surpresa
130499,2025-04-22,2025-04,livance - campinas,visita agendada,retool
131515,2025-04-22,2025-04,livance - campinas,visita agendada,animus
131583,2025-04-22,2025-04,livance - campinas,visita agendada,animus
130374,2025-04-22,2025-04,livance - botafogo,visita agendada,retool
131808,2025-04-22,2025-04,livance - barra da tijuca,visita agendada,animus
131638,2025-04-22,2025-04,livance - angélica,visita agendada,animus
48934,2025-04-22,2025-04,livance - tatuapé,visita agendada,retool
131618,2025-04-22,2025-04,livance - vila madalena,visita agendada,retool
131344,2025-04-22,2025-04,livance - vila madalena,visita agendada,retool
131286,2025-04-22,2025-04,visita virtual,visita agendada,retool
102695,2025-04-22,2025-04,visita virtual,visita agendada,admin
130856,2025-04-22,2025-04,livance - vila madalena,visita agendada,retool
115941,2025-04-22,2025-04,visita virtual,visita agendada,retool
120505,2025-04-22,2025-04,visita virtual,visita agendada,admin
126323,2025-04-22,2025-04,visita virtual,visita agendada,retool
130364,2025-04-22,2025-04,visita virtual,visita agendada,admin
130872,2025-04-22,2025-04,visita virtual,visita agendada,retool
131070,2025-04-22,2025-04,visita virtual,visita agendada,retool
131077,2025-04-22,2025-04,visita virtual,visita agendada,retool
107805,2025-04-22,2025-04,visita virtual,visita agendada,retool
131481,2025-04-22,2025-04,visita virtual,visita agendada,retool
126537,2025-04-22,2025-04,livance - vila mariana,visita agendada,retool
131920,2025-04-22,2025-04,visita virtual,visita agendada,retool
132088,2025-04-22,2025-04,livance - vila mariana,visita agendada,retool
131504,2025-04-22,2025-04,livance - vila mariana,visita agendada,animus
120791,2025-04-22,2025-04,livance - vila madalena,visita agendada,admin
132098,2025-04-22,2025-04,livance - vila olímpia,visita agendada,retool
131443,2025-04-22,2025-04,livance - vila olímpia,visita agendada,retool
129023,2025-04-22,2025-04,livance - vila olímpia,visita agendada,retool
125016,2025-04-17,2025-04,livance - botafogo,visita agendada,retool
85137,2025-04-17,2025-04,livance - santo andré,visita agendada,retool
130614,2025-04-17,2025-04,livance - paulista,visita agendada,retool
131238,2025-04-17,2025-04,livance - market place,visita agendada,animus
131437,2025-04-17,2025-04,livance - market place,visita agendada,retool
131049,2025-04-17,2025-04,livance - itaim,visita agendada,retool
130507,2025-04-17,2025-04,livance - campinas,visita agendada,retool
129939,2025-04-17,2025-04,livance - brigadeiro,visita agendada,retool
129447,2025-04-17,2025-04,livance - alphaville,visita agendada,retool
130959,2025-04-17,2025-04,livance - botafogo,visita agendada,retool
130039,2025-04-17,2025-04,livance - barra da tijuca,visita agendada,animus
133504,2025-04-17,2025-04,livance - barra da tijuca,visita agendada,retool
130648,2025-04-17,2025-04,livance - alphaville,visita agendada,animus
131364,2025-04-17,2025-04,livance - alphaville,visita agendada,retool
131399,2025-04-17,2025-04,livance - alphaville,visita agendada,retool
131064,2025-04-17,2025-04,livance - santo andré psico,visita agendada,animus
84478,2025-04-17,2025-04,livance - santo andré,visita agendada,retool
104353,2025-04-17,2025-04,visita virtual,visita agendada,retool
131424,2025-04-17,2025-04,livance - santos,visita agendada,animus
131100,2025-04-17,2025-04,visita virtual,visita agendada,retool
131293,2025-04-17,2025-04,livance - santos flex,visita agendada,retool
112973,2025-04-17,2025-04,visita virtual,visita agendada,admin
130537,2025-04-17,2025-04,visita virtual,visita agendada,retool
130841,2025-04-17,2025-04,visita virtual,visita agendada,retool
131005,2025-04-17,2025-04,visita virtual,visita agendada,retool
131085,2025-04-17,2025-04,visita virtual,visita agendada,retool
101501,2025-04-17,2025-04,visita virtual,visita agendada,retool
127253,2025-04-17,2025-04,livance - vila mariana,visita agendada,retool
131200,2025-04-17,2025-04,livance - vila mariana,visita agendada,retool
130923,2025-04-17,2025-04,livance - vila madalena,visita agendada,animus
131620,2025-04-17,2025-04,livance - tatuapé,visita agendada,animus
122787,2025-04-17,2025-04,livance - santos flex,visita agendada,retool
131099,2025-04-17,2025-04,livance - santos flex,visita agendada,animus
130083,2025-04-17,2025-04,livance - vila mariana,visita agendada,retool
130609,2025-04-16,2025-04,livance - market place,visita agendada,admin
72882,2025-04-16,2025-04,livance - pinheiros,visita agendada,retool
131131,2025-04-16,2025-04,livance - paulista,visita agendada,retool
131244,2025-04-16,2025-04,livance - paulista,visita agendada,retool
131290,2025-04-16,2025-04,livance - paulista,visita agendada,animus
123616,2025-04-16,2025-04,livance - market place,visita agendada,retool
129652,2025-04-16,2025-04,livance - market place,visita agendada,retool
130397,2025-04-16,2025-04,livance - market place,visita agendada,retool
130808,2025-04-16,2025-04,livance - botafogo,visita agendada,animus
130746,2025-04-16,2025-04,livance - campinas,visita agendada,retool
93232,2025-04-16,2025-04,livance - botafogo,visita agendada,retool
104167,2025-04-16,2025-04,livance - barra da tijuca,visita agendada,retool
130274,2025-04-16,2025-04,livance - barra da tijuca,visita agendada,retool
131081,2025-04-16,2025-04,livance - barra da tijuca,visita agendada,retool
130202,2025-04-16,2025-04,não informado,visita agendada,retool
131075,2025-04-16,2025-04,livance - santo andré,visita agendada,retool
131261,2025-04-16,2025-04,livance - santo andré,visita agendada,retool
131270,2025-04-16,2025-04,livance - santos,visita agendada,retool
130162,2025-04-16,2025-04,livance - santo andré psico,visita agendada,retool
131051,2025-04-16,2025-04,visita virtual,visita agendada,retool
61801,2025-04-16,2025-04,visita virtual,visita agendada,retool
127315,2025-04-16,2025-04,visita virtual,visita agendada,retool
127386,2025-04-16,2025-04,visita virtual,visita agendada,admin
129209,2025-04-16,2025-04,visita virtual,visita agendada,retool
130634,2025-04-16,2025-04,visita virtual,visita agendada,retool
130982,2025-04-16,2025-04,visita virtual,visita agendada,retool
91610,2025-04-16,2025-04,visita virtual,visita agendada,retool
131107,2025-04-16,2025-04,visita virtual,visita agendada,retool
130997,2025-04-16,2025-04,livance - vila mariana,visita agendada,animus
131044,2025-04-16,2025-04,livance - vila mariana,visita agendada,animus
129644,2025-04-16,2025-04,livance - vila madalena,visita agendada,retool
129990,2025-04-16,2025-04,livance - tatuapé,visita agendada,retool
130523,2025-04-16,2025-04,livance - tatuapé,visita agendada,retool
131279,2025-04-16,2025-04,visita virtual,visita agendada,admin
130753,2025-04-15,2025-04,livance - market place,visita agendada,animus
131228,2025-04-15,2025-04,livance - santo andré,visita surpresa,surpresa
129671,2025-04-15,2025-04,livance - pinheiros,visita agendada,retool
131288,2025-04-15,2025-04,livance - pinheiros,visita agendada,animus
72424,2025-04-15,2025-04,livance - paulista,visita agendada,retool
131073,2025-04-15,2025-04,livance - paulista,visita agendada,retool
131118,2025-04-15,2025-04,livance - paulista,visita agendada,retool
130044,2025-04-15,2025-04,livance - botafogo,visita agendada,retool
131254,2025-04-15,2025-04,livance - brigadeiro,visita agendada,animus
104100,2025-04-15,2025-04,livance - botafogo,visita agendada,retool
130805,2025-04-15,2025-04,livance - angélica,visita agendada,animus
130714,2025-04-15,2025-04,livance - alphaville,visita agendada,retool
130809,2025-04-15,2025-04,livance - alphaville,visita agendada,animus
130687,2025-04-15,2025-04,livance - santo andré psico,visita agendada,animus
130666,2025-04-15,2025-04,livance - santo andré,visita agendada,retool
131273,2025-04-15,2025-04,livance - pinheiros,visita surpresa,surpresa
130762,2025-04-15,2025-04,livance - santos,visita agendada,animus
131027,2025-04-15,2025-04,visita virtual,visita agendada,retool
131078,2025-04-15,2025-04,livance - tatuapé,visita agendada,animus
115546,2025-04-15,2025-04,visita virtual,visita agendada,admin
129865,2025-04-15,2025-04,visita virtual,visita agendada,retool
130000,2025-04-15,2025-04,visita virtual,visita agendada,retool
130751,2025-04-15,2025-04,visita virtual,visita agendada,retool
130962,2025-04-15,2025-04,visita virtual,visita agendada,retool
129364,2025-04-15,2025-04,visita virtual,visita agendada,admin
131029,2025-04-15,2025-04,visita virtual,visita agendada,retool
103470,2025-04-15,2025-04,livance - vila mariana,visita agendada,admin
108445,2025-04-15,2025-04,livance - vila olímpia,visita agendada,retool
131147,2025-04-15,2025-04,livance - vila mariana,visita agendada,retool
49409,2025-04-15,2025-04,livance - vila mariana,visita surpresa,surpresa
130336,2025-04-14,2025-04,livance - paulista,visita agendada,retool
130644,2025-04-14,2025-04,não informado,visita agendada,retool
130612,2025-04-14,2025-04,não informado,visita agendada,retool
114762,2025-04-14,2025-04,não informado,visita agendada,admin
130857,2025-04-14,2025-04,livance - alphaville,visita agendada,animus
131114,2025-04-14,2025-04,livance - angélica,visita agendada,retool
130201,2025-04-14,2025-04,livance - barra da tijuca,visita agendada,retool
129381,2025-04-14,2025-04,livance - botafogo,visita agendada,retool
130824,2025-04-14,2025-04,livance - brigadeiro psico,visita agendada,animus
131023,2025-04-14,2025-04,livance - campinas,visita agendada,animus
130581,2025-04-14,2025-04,livance - campinas,visita agendada,animus
129178,2025-04-14,2025-04,livance - campinas,visita agendada,retool
131016,2025-04-14,2025-04,livance - alphaville,visita agendada,retool
129491,2025-04-14,2025-04,livance - santo andré psico,visita agendada,retool
131032,2025-04-14,2025-04,visita virtual,visita agendada,retool
131057,2025-04-14,2025-04,livance - tatuapé,visita agendada,retool
85755,2025-04-14,2025-04,visita virtual,visita agendada,retool
129566,2025-04-14,2025-04,visita virtual,visita agendada,retool
131022,2025-04-14,2025-04,visita virtual,visita agendada,retool
130458,2025-04-14,2025-04,visita virtual,visita agendada,retool
130427,2025-04-14,2025-04,livance - vila olímpia,visita agendada,animus
131035,2025-04-14,2025-04,livance - vila olímpia,visita agendada,admin
130726,2025-04-14,2025-04,livance - vila mariana,visita agendada,retool
130901,2025-04-14,2025-04,livance - vila mariana,visita agendada,retool
130233,2025-04-14,2025-04,livance - tatuapé,visita agendada,retool
130783,2025-04-12,2025-04,livance - paulista,visita agendada,animus
128471,2025-04-12,2025-04,não informado,visita agendada,admin
129926,2025-04-12,2025-04,livance - botafogo,visita agendada,retool
129895,2025-04-12,2025-04,livance - botafogo,visita agendada,retool
130426,2025-04-12,2025-04,livance - brigadeiro,visita agendada,retool
130711,2025-04-12,2025-04,livance - campinas,visita agendada,retool
130770,2025-04-12,2025-04,livance - itaim,visita agendada,animus
130701,2025-04-12,2025-04,livance - campinas,visita agendada,retool
91891,2025-04-12,2025-04,livance - paulista,visita agendada,retool
116251,2025-04-12,2025-04,livance - santo andré,visita agendada,admin
130586,2025-04-12,2025-04,livance - santos,visita agendada,animus
129166,2025-04-12,2025-04,livance - tatuapé,visita agendada,retool
127713,2025-04-12,2025-04,livance - vila mariana,visita agendada,retool
125719,2025-04-12,2025-04,livance - vila mariana,visita agendada,retool
128362,2025-04-12,2025-04,livance - perdizes,visita agendada,retool
130296,2025-04-11,2025-04,livance - brigadeiro psico,visita agendada,retool
130699,2025-04-11,2025-04,livance - paulista,visita agendada,retool
130637,2025-04-11,2025-04,livance - market place,visita agendada,animus
130078,2025-04-11,2025-04,livance - itaim,visita agendada,animus
129068,2025-04-11,2025-04,livance - campinas,visita agendada,retool
130622,2025-04-11,2025-04,livance - alphaville,visita agendada,retool
130334,2025-04-11,2025-04,livance - campinas,visita agendada,animus
130566,2025-04-11,2025-04,livance - campinas,visita agendada,animus
123593,2025-04-11,2025-04,livance - barra da tijuca,visita agendada,retool
130393,2025-04-11,2025-04,livance - brigadeiro 2,visita agendada,admin
112544,2025-04-11,2025-04,livance - botafogo,visita agendada,admin
130089,2025-04-11,2025-04,livance - botafogo,visita agendada,retool
129949,2025-04-11,2025-04,livance - barra da tijuca,visita agendada,retool
130445,2025-04-11,2025-04,livance - barra da tijuca,visita agendada,animus
130686,2025-04-11,2025-04,livance - angélica,visita agendada,retool
130475,2025-04-11,2025-04,livance - alphaville,visita agendada,retool
130060,2025-04-11,2025-04,livance - paulista,visita agendada,retool
130382,2025-04-11,2025-04,livance - paulista,visita agendada,animus
130018,2025-04-11,2025-04,livance - santo andré psico,visita agendada,retool
113393,2025-04-11,2025-04,livance - paulista,visita agendada,retool
130438,2025-04-11,2025-04,livance - tatuapé,visita agendada,animus
118585,2025-04-11,2025-04,visita virtual,visita agendada,retool
128061,2025-04-11,2025-04,visita virtual,visita agendada,retool
